Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Fare_log,TicketGroupSize,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,AgeBin_Child,AgeBin_MidAge,AgeBin_Senior,AgeBin_Teen,Survived
2,31.0,1,1,26.25,3,0,3.305053521109253,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1
1,11.0,1,2,120.0,4,0,4.795790545596741,4,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1
3,0.42,0,1,8.5167,2,0,2.2530481500547457,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,27.0,0,0,6.975,1,1,2.076311648670908,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,31.0,0,0,7.775,1,1,2.1719067693519296,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,39.0,0,0,0.0,1,1,0.0,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3,18.0,0,0,7.775,1,1,2.1719067693519296,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
2,39.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,33.0,1,0,53.1,2,0,3.990834185852436,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1
3,26.0,0,0,7.8875,1,1,2.1846457951293594,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,39.0,0,0,24.15,1,1,3.224857896545748,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
2,35.0,0,0,10.5,1,1,2.4423470353692043,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,6.0,4,2,31.275,7,0,3.4742929367327062,7,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0
3,30.5,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,29.0,0,0,0.0,1,1,0.0,2,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
3,23.0,0,0,7.925,1,1,2.188856327665703,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
2,31.0,1,1,37.0042,3,0,3.637696679934592,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
3,43.0,0,0,6.45,1,1,2.0082140323914683,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
3,10.0,3,2,27.9,6,0,3.3638415951183864,6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0
1,52.0,1,1,93.5,3,0,4.548599834499697,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,1
3,27.0,0,0,8.6625,1,1,2.2682524139135403,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,38.0,0,0,0.0,1,1,0.0,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
3,27.0,0,1,12.475,2,0,2.600836116795061,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1
3,2.0,4,1,39.6875,6,0,3.705920919968788,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0
3,29.0,0,0,6.95,1,1,2.0731719286662407,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,29.0,0,0,56.4958,1,1,4.051711901657239,8,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
2,1.0,0,2,37.0042,3,0,3.637696679934592,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,29.0,0,0,7.75,1,1,2.169053700369523,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,62.0,0,0,80.0,1,1,4.394449154672439,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1
3,15.0,1,0,14.4542,2,0,2.737880811060884,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1
2,0.83,1,1,18.75,3,0,2.9831534913471307,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,29.0,0,0,7.2292,1,1,2.1076888046179385,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,23.0,0,0,7.8542,1,1,2.180891922715322,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,18.0,0,0,8.3,1,1,2.2300144001592104,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
1,39.0,1,1,83.1583,3,0,4.432699549165613,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
3,21.0,0,0,8.6625,1,1,2.2682524139135403,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,29.0,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,32.0,0,0,56.4958,1,1,4.051711901657239,8,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
1,29.0,0,0,29.7,1,1,3.4242626545931514,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
3,20.0,0,0,7.925,1,1,2.188856327665703,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
2,16.0,0,0,10.5,1,1,2.4423470353692043,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1
1,30.0,0,0,31.0,1,1,3.4657359027997265,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
3,34.5,0,0,6.4375,1,1,2.006534770871748,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,17.0,0,0,8.6625,1,1,2.2682524139135403,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
3,42.0,0,0,7.55,1,1,2.145931282948669,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
3,29.0,8,2,69.55,11,0,4.256321678298823,11,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,35.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
2,28.0,0,1,33.0,2,0,3.5263605246161616,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
1,35.0,1,0,89.1042,2,0,4.500966778400217,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1
3,4.0,4,2,31.275,7,0,3.4742929367327062,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0
3,74.0,0,0,7.775,1,1,2.1719067693519296,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
3,9.0,1,1,15.2458,3,0,2.787834413830345,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,16.0,0,1,39.4,2,0,3.698829784967105,2,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
2,44.0,1,0,26.0,2,0,3.295836866004329,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0
3,18.0,0,1,9.35,2,0,2.336986519711378,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1
1,45.0,1,1,164.8667,3,0,5.11118445372147,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,51.0,0,0,26.55,1,1,3.316002535598924,1,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
3,24.0,0,3,19.2583,4,0,3.0085645861193133,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1
3,29.0,0,0,7.2292,1,1,2.1076888046179385,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,41.0,2,0,14.1083,3,0,2.7152442616824506,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
2,21.0,1,0,11.5,2,0,2.525728644308256,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,48.0,0,0,25.9292,1,1,3.2932111997353943,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1
3,22.0,8,2,69.55,11,0,4.256321678298823,11,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
2,24.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
2,42.0,0,0,13.0,1,1,2.639057329615259,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,27.0,1,0,13.8583,2,0,2.698558631668595,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
1,31.0,0,0,50.4958,1,1,3.941500250945973,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
3,29.0,0,0,9.5,1,1,2.3513752571634776,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,4.0,1,1,11.1333,3,0,2.4959537387180646,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,26.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,47.0,1,1,52.5542,3,0,3.980694225190728,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1
1,33.0,0,0,5.0,1,1,1.791759469228055,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
3,47.0,0,0,9.0,1,1,2.302585092994046,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
2,28.0,1,0,24.0,2,0,3.218875824868201,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1
3,15.0,0,0,7.225,1,1,2.107178296651436,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1
3,20.0,0,0,9.8458,1,1,2.3837779082709787,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
3,19.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
3,29.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,56.0,0,1,83.1583,2,0,4.432699549165613,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,1
2,25.0,0,1,26.0,2,0,3.295836866004329,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1
3,33.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,22.0,0,0,10.5167,1,1,2.4437981558973862,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
2,28.0,0,0,10.5,1,1,2.4423470353692043,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
3,25.0,0,0,7.05,1,1,2.085672091430472,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
3,39.0,0,5,29.125,6,0,3.405355391810819,6,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0
2,27.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1,19.0,0,0,30.0,1,1,3.4339872044851463,1,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
3,22.0,1,2,23.45,4,0,3.196630215920881,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,26.0,0,0,30.0,1,1,3.4339872044851463,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
3,32.0,0,0,7.75,1,1,2.169053700369523,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
